"","Author","Functions","n"
"6760","jcheng5","Sys.getenv",2
"6761","jcheng5","Sys.setenv",2
"6762","jcheng5","Sys.sleep",4
"6763","jcheng5","Sys.time",16
"6764","jcheng5","Sys.unsetenv",2
"6765","jcheng5","system",2
"6766","jcheng5","t",4
"6767","jcheng5","tabItem",2
"6768","jcheng5","tabItems",2
"6769","jcheng5","table",28
"6770","jcheng5","tableOutput",6
"6771","jcheng5","tabPanel",18
"6772","jcheng5","tabsetPanel",18
"6773","jcheng5","tagList",24
"6774","jcheng5","tail",6
"6775","jcheng5","tally",4
"6776","jcheng5","tbl_df",4
"6777","jcheng5","td",2
"6778","jcheng5","text",2
"6779","jcheng5","textConnection",2
"6780","jcheng5","textInput",32
"6781","jcheng5","textOutput",30
"6782","jcheng5","theme_bw",10
"6783","jcheng5","themeSelector",2
"6784","jcheng5","titlePanel",50
"6785","jcheng5","tolower",2
"6786","jcheng5","toTitleCase",42
"6787","jcheng5","toupper",2
"6788","jcheng5","tr",2
"6789","jcheng5","treewidget",2
"6790","jcheng5","try",2
"6791","jcheng5","tryCatch",2
"6792","jcheng5","tvs",8
"6793","jcheng5","uiOutput",44
"6794","jcheng5","unique",6
"6795","jcheng5","units",4
"6796","jcheng5","unlist",6
"6797","jcheng5","unloadNamespace",2
"6798","jcheng5","updateDateRangeInput",4
"6799","jcheng5","updateNumericInput",20
"6800","jcheng5","userCount",2
"6801","jcheng5","usrCount",2
"6802","jcheng5","validate",4
"6803","jcheng5","valueBox",4
"6804","jcheng5","valueBoxOutput",2
"6805","jcheng5","vapply",2
"6806","jcheng5","verbatimTextOutput",24
"6807","jcheng5","videoThumbnail",4
"6808","jcheng5","View",2
"6809","jcheng5","warning",4
"6810","jcheng5","weekly_downloads",6
"6811","jcheng5","which",2
"6812","jcheng5","with",4
"6813","jcheng5","write.csv",12
"6814","jcheng5","writeBin",2
"6815","jcheng5","writeLines",2
"6816","jcheng5","writeToSQLite",2
"6817","jcheng5","x",2
"6818","jcheng5","xlim",6
"6819","jcheng5","xts",2
"6820","jcheng5","y",2
"6821","jcheng5","yaml.load_file",2
"6822","jcheng5","ydata",2
"6823","jcheng5","year",10
"6824","jcheng5","ylim",4
"6825","jcheng5","ymd",12
"6826","jcheng5","ymd_hms",2
"6827","jcheng5","z",2
"6828","jennybc",".",4
"6829","jennybc",".libPaths",20
"6830","jennybc","a",4
"6831","jennybc","abs",4
"6832","jennybc","aceEditor",4
"6833","jennybc","aes",266
"6834","jennybc","aes_string",2
"6835","jennybc","aggregate",2
"6836","jennybc","all",16
"6837","jennybc","annotate",20
"6838","jennybc","annotation_custom",4
"6839","jennybc","any",14
"6840","jennybc","anyDuplicated",2
"6841","jennybc","apply",2
"6842","jennybc","arrange",2
"6843","jennybc","arrangeGrob",68
"6844","jennybc","arrow",6
"6845","jennybc","as.character",4
"6846","jennybc","as.data.frame",2
"6847","jennybc","as.Date",26
"6848","jennybc","as.factor",4
"6849","jennybc","as.hexmode",2
"6850","jennybc","as.integer",10
"6851","jennybc","as.list",6
"6852","jennybc","as.numeric",14
"6853","jennybc","as.vector",2
"6854","jennybc","as_data_frame",2
"6855","jennybc","as_tibble",10
"6856","jennybc","assign",4
"6857","jennybc","atop",8
"6858","jennybc","available.packages",2
"6859","jennybc","baseenv",2
"6860","jennybc","basename",18
"6861","jennybc","benchmark",2
"6862","jennybc","between",2
"6863","jennybc","bind_cols",2
"6864","jennybc","bind_rows",2
"6865","jennybc","biocLite",2
"6866","jennybc","bold",8
"6867","jennybc","br",2
"6868","jennybc","c",308
"6869","jennybc","cat",2
"6870","jennybc","caught",2
"6871","jennybc","caughtCpp",2
"6872","jennybc","ceiling",8
"6873","jennybc","check_validity",2
"6874","jennybc","checkboxGroupInput",2
"6875","jennybc","checksum",2
"6876","jennybc","close",6
"6877","jennybc","coef",2
"6878","jennybc","colnames",2
"6879","jennybc","colsplit",2
"6880","jennybc","colSums",2
"6881","jennybc","column",2
"6882","jennybc","commandArgs",8
"6883","jennybc","components",2
"6884","jennybc","coord",2
"6885","jennybc","coord_cartesian",10
"6886","jennybc","coord_fixed",6
"6887","jennybc","coord_flip",24
"6888","jennybc","coord_polar",12
"6889","jennybc","count",14
"6890","jennybc","cumsum",8
"6891","jennybc","curve",2
"6892","jennybc","data.frame",220
"6893","jennybc","datasetInput",2
"6894","jennybc","date_format",16
"6895","jennybc","ddply",4
"6896","jennybc","deframe",2
"6897","jennybc","deja_vu",2
"6898","jennybc","delete.NULLs",2
"6899","jennybc","desc",4
"6900","jennybc","desktop",2
"6901","jennybc","dev.off",2
"6902","jennybc","dfs",2
"6903","jennybc","diff",4
"6904","jennybc","dim",2
"6905","jennybc","dir.create",8
"6906","jennybc","dir_create",2
"6907","jennybc","dir_exists",2
"6908","jennybc","dir_info",2
"6909","jennybc","dir_ls",6
"6910","jennybc","div",2
"6911","jennybc","do.call",4
"6912","jennybc","drop_na",2
"6913","jennybc","droplevels",4
"6914","jennybc","element_blank",248
"6915","jennybc","element_line",98
"6916","jennybc","element_rect",28
"6917","jennybc","element_text",210
"6918","jennybc","emptyenv",2
"6919","jennybc","enframe",4
"6920","jennybc","enquantile",2
"6921","jennybc","entibble",2
"6922","jennybc","eval",4
"6923","jennybc","exists",2
"6924","jennybc","expand.grid",2
"6925","jennybc","expect_equal",22
"6926","jennybc","expect_false",2
"6927","jennybc","expect_identical",2
"6928","jennybc","expect_true",2
"6929","jennybc","expression",14
"6930","jennybc","extract",2
"6931","jennybc","f_for_loop",2
"6932","jennybc","f_lapply_row",2
"6933","jennybc","f_pmap",2
"6934","jennybc","f_split_lapply",2
"6935","jennybc","f_transpose",2
"6936","jennybc","facet_grid",4
"6937","jennybc","facet_wrap",28
"6938","jennybc","factor",82
"6939","jennybc","fct_reorder",6
"6940","jennybc","fct_reorder2",2
"6941","jennybc","file",8
"6942","jennybc","file.copy",8
"6943","jennybc","file.exists",16
"6944","jennybc","file.path",24
"6945","jennybc","file.remove",2
"6946","jennybc","file_copy",4
"6947","jennybc","file_delete",6
"6948","jennybc","file_exists",2
"6949","jennybc","filter",22
"6950","jennybc","filter.tags",2
"6951","jennybc","find_root",2
"6952","jennybc","find_unbalanced",2
"6953","jennybc","fivenum",2
"6954","jennybc","flatten_chr",4
"6955","jennybc","flatten_dbl",4
"6956","jennybc","flevels",2
"6957","jennybc","floor",4
"6958","jennybc","fluidPage",2
"6959","jennybc","fluidRow",2
"6960","jennybc","format",4
"6961","jennybc","gc",2
"6962","jennybc","generateReadme",2
"6963","jennybc","generateReadmeForCMEG",2
"6964","jennybc","geom_area",2
"6965","jennybc","geom_bar",56
"6966","jennybc","geom_boxplot",6
"6967","jennybc","geom_col",4
"6968","jennybc","geom_edge_link",2
"6969","jennybc","geom_histogram",4
"6970","jennybc","geom_hline",12
"6971","jennybc","geom_line",68
"6972","jennybc","geom_node_point",2
"6973","jennybc","geom_node_text",2
"6974","jennybc","geom_point",136
"6975","jennybc","geom_polygon",2
"6976","jennybc","geom_rect",6
"6977","jennybc","geom_segment",12
"6978","jennybc","geom_smooth",6
"6979","jennybc","geom_text",40
"6980","jennybc","geom_tile",2
"6981","jennybc","geom_vline",14
"6982","jennybc","get",2
"6983","jennybc","get_component",2
"6984","jennybc","ggplot",264
"6985","jennybc","ggraph",2
"6986","jennybc","ggsave",256
"6987","jennybc","ggtitle",206
"6988","jennybc","glue_data",2
"6989","jennybc","gpar",64
"6990","jennybc","graph_from_data_frame",4
"6991","jennybc","grep",10
"6992","jennybc","grepl",18
"6993","jennybc","group_by",6
"6994","jennybc","gsub",26
"6995","jennybc","guides",4
"6996","jennybc","h3",2
"6997","jennybc","hash",2
"6998","jennybc","hdist",2
"6999","jennybc","head",14
"7000","jennybc","helpPopup",2
"7001","jennybc","here",14
"7002","jennybc","htmlOutput",2
"7003","jennybc","I",4
"7004","jennybc","ifelse",2
"7005","jennybc","imageOutput",2
"7006","jennybc","inc",2
"7007","jennybc","includeCSS",2
"7008","jennybc","includeMarkdown",2
"7009","jennybc","includeScript",2
"7010","jennybc","includeText",2
"7011","jennybc","initFigureDirectory",2
"7012","jennybc","inside",2
"7013","jennybc","install.packages",4
"7014","jennybc","install_github",4
"7015","jennybc","installed.packages",20
"7016","jennybc","integer",4
"7017","jennybc","intersect",2
"7018","jennybc","invisible",2
"7019","jennybc","is.na",2
"7020","jennybc","is.null",2
"7021","jennybc","jitter",2
"7022","jennybc","jmod",2
"7023","jennybc","jparse",2
"7024","jennybc","jprod",2
"7025","jennybc","keep",2
"7026","jennybc","knot_hash",2
"7027","jennybc","labs",184
"7028","jennybc","lapply",10
"7029","jennybc","ldply",4
"7030","jennybc","left_join",2
"7031","jennybc","length",32
"7032","jennybc","lengths",4
"7033","jennybc","levels",10
"7034","jennybc","library",346
"7035","jennybc","list",26
"7036","jennybc","list.files",22
"7037","jennybc","llply",2
"7038","jennybc","lm",2
"7039","jennybc","log10",8
"7040","jennybc","log2",2
"7041","jennybc","log2_trans",2
"7042","jennybc","m",2
"7043","jennybc","mainPanel",2
"7044","jennybc","makePlot",2
"7045","jennybc","makeThumb",2
"7046","jennybc","manhattan",2
"7047","jennybc","map",30
"7048","jennybc","map_chr",6
"7049","jennybc","map_dbl",12
"7050","jennybc","map_dfr",4
"7051","jennybc","map_int",6
"7052","jennybc","map_lgl",8
"7053","jennybc","map_n",2
"7054","jennybc","map2_chr",2
"7055","jennybc","map2_dbl",2
"7056","jennybc","mapvalues",2
"7057","jennybc","match",4
"7058","jennybc","match.arg",2
"7059","jennybc","math_format",2
"7060","jennybc","matrix",6
"7061","jennybc","max",14
"7062","jennybc","max_register",2
"7063","jennybc","mean",12
"7064","jennybc","median",10
"7065","jennybc","melt",74
"7066","jennybc","merge",2
"7067","jennybc","message",20
"7068","jennybc","mime",2
"7069","jennybc","min",10
"7070","jennybc","minDelay",2
"7071","jennybc","months",2
"7072","jennybc","mutate",50
"7073","jennybc","n_escape",2
"7074","jennybc","names",20
"7075","jennybc","ncol",2
"7076","jennybc","Negate",2
"7077","jennybc","nest",2
"7078","jennybc","new.env",4
"7079","jennybc","new_df",4
"7080","jennybc","normalizePath",2
"7081","jennybc","nrow",28
"7082","jennybc","observe",2
"7083","jennybc","observeEvent",2
"7084","jennybc","options",34
"7085","jennybc","order",6
"7086","jennybc","outer",2
"7087","jennybc","packageVersion",2
"7088","jennybc","pad.Vector",2
"7089","jennybc","par",2
"7090","jennybc","parent.frame",2
"7091","jennybc","parse",2
"7092","jennybc","parse_string",2
"7093","jennybc","paste",54
"7094","jennybc","paste0",268
"7095","jennybc","path",2
"7096","jennybc","path_desktop",2
"7097","jennybc","path_ext_remove",2
"7098","jennybc","path_file",2
"7099","jennybc","path_home",2
"7100","jennybc","path_real",6
"7101","jennybc","pdf",2
"7102","jennybc","plot",6
"7103","jennybc","plot_it",2
"7104","jennybc","pluck",2
"7105","jennybc","pmap",6
"7106","jennybc","png",2
"7107","jennybc","position_jitter",4
"7108","jennybc","prep",10
"7109","jennybc","print",4
"7110","jennybc","processFigureDirectory",2
"7111","jennybc","prod",2
"7112","jennybc","pull",10
"7113","jennybc","quantile",10
"7114","jennybc","range",4
"7115","jennybc","rasterImage",2
"7116","jennybc","rbind",2
"7117","jennybc","reactive",2
"7118","jennybc","reactiveValues",2
"7119","jennybc","read.csv",2
"7120","jennybc","read.delim",56
"7121","jennybc","read.table",2
"7122","jennybc","read_csv",8
"7123","jennybc","read_lines",10
"7124","jennybc","readLines",16
"7125","jennybc","readPNG",2
"7126","jennybc","Reduce",4
"7127","jennybc","rel",194
"7128","jennybc","rename",8
"7129","jennybc","render",2
"7130","jennybc","renderImage",2
"7131","jennybc","renderTable",2
"7132","jennybc","renderText",2
"7133","jennybc","reorder",36
"7134","jennybc","rep",28
"7135","jennybc","rep_len",2
"7136","jennybc","return",8
"7137","jennybc","rev",20
"7138","jennybc","rev_captcha",2
"7139","jennybc","rev_captcha2",2
"7140","jennybc","revalue",8
"7141","jennybc","rexp",4
"7142","jennybc","rnorm",20
"7143","jennybc","round",2
"7144","jennybc","row_number",2
"7145","jennybc","rownames",6
"7146","jennybc","rowSums",4
"7147","jennybc","runif",22
"7148","jennybc","safely",2
"7149","jennybc","sample",10
"7150","jennybc","sapply",2
"7151","jennybc","saveRDS",2
"7152","jennybc","scale_colour_manual",2
"7153","jennybc","scale_fill_manual",24
"7154","jennybc","scale_linetype_manual",8
"7155","jennybc","scale_shape_manual",18
"7156","jennybc","scale_size_area",2
"7157","jennybc","scale_size_continuous",2
"7158","jennybc","scale_size_manual",2
"7159","jennybc","scale_x_continuous",116
"7160","jennybc","scale_x_date",20
"7161","jennybc","scale_x_discrete",16
"7162","jennybc","scale_x_log10",2
"7163","jennybc","scale_y_continuous",158
"7164","jennybc","scale_y_discrete",8
"7165","jennybc","scale_y_log10",2
"7166","jennybc","scale_y_sqrt",2
"7167","jennybc","scan",6
"7168","jennybc","script",2
"7169","jennybc","select",22
"7170","jennybc","send_message",2
"7171","jennybc","sendCustomMessage",2
"7172","jennybc","separate",10
"7173","jennybc","seq",186
"7174","jennybc","seq_along",6
"7175","jennybc","seq_len",12
"7176","jennybc","set",38
"7177","jennybc","set.seed",36
"7178","jennybc","set_names",4
"7179","jennybc","setdiff",12
"7180","jennybc","severity",2
"7181","jennybc","shinyServer",2
"7182","jennybc","shinyUI",2
"7183","jennybc","sidebarLayout",2
"7184","jennybc","sidebarPanel",2
"7185","jennybc","singleton",2
"7186","jennybc","skrrrahh",2
"7187","jennybc","slice",2
"7188","jennybc","sort",10
"7189","jennybc","source",6
"7190","jennybc","sourceCpp",2
"7191","jennybc","sparse_hash",2
"7192","jennybc","split",4
"7193","jennybc","sprintf",10
"7194","jennybc","sqrt",4
"7195","jennybc","stat_smooth",10
"7196","jennybc","stat_summary",4
"7197","jennybc","steps",2
"7198","jennybc","stl",2
"7199","jennybc","stop",4
"7200","jennybc","stopifnot",4
"7201","jennybc","str",10
"7202","jennybc","str_c",2
"7203","jennybc","str_detect",2
"7204","jennybc","str_glue",2
"7205","jennybc","str_glue_data",2
"7206","jennybc","str_replace",2
"7207","jennybc","str_split",2
"7208","jennybc","str_trim",2
"7209","jennybc","strong",2
"7210","jennybc","strsplit",22
"7211","jennybc","style",2
"7212","jennybc","sub",2
"7213","jennybc","subset",36
"7214","jennybc","substitute",2
"7215","jennybc","substring",2
"7216","jennybc","suggest_fix",2
"7217","jennybc","sum",36
"7218","jennybc","summarise",4
"7219","jennybc","summary",6
"7220","jennybc","suppressPackageStartupMessages",2
"7221","jennybc","Sys.getenv",2
"7222","jennybc","Sys.sleep",2
"7223","jennybc","system",2
"7224","jennybc","system.time",6
"7225","jennybc","t",2
"7226","jennybc","table",10
"7227","jennybc","tableGrob",4
"7228","jennybc","tableOutput",2
"7229","jennybc","tabPanel",2
"7230","jennybc","tabsetPanel",2
"7231","jennybc","tagList",2
"7232","jennybc","tail",4
"7233","jennybc","tbl_df",4
"7234","jennybc","textConnection",2
"7235","jennybc","textGrob",64
"7236","jennybc","theme",254
"7237","jennybc","theme_bw",228
"7238","jennybc","theme_classic",16
"7239","jennybc","theme_ipsum",4
"7240","jennybc","theme_void",2
"7241","jennybc","tibble",24
"7242","jennybc","time",4
"7243","jennybc","titlePanel",2
"7244","jennybc","tolower",2
"7245","jennybc","toupper",4
"7246","jennybc","trans_breaks",4
"7247","jennybc","trans_format",2
"7248","jennybc","transform",4
"7249","jennybc","transpose",4
"7250","jennybc","tribble",16
"7251","jennybc","unique",12
"7252","jennybc","unit",46
"7253","jennybc","unlist",12
"7254","jennybc","unname",2
"7255","jennybc","unnest",8
"7256","jennybc","update.packages",10
"7257","jennybc","updateAceEditor",2
"7258","jennybc","updateTabsetPanel",2
"7259","jennybc","use_secret_file",4
"7260","jennybc","utf8ToInt",2
"7261","jennybc","vcv",2
"7262","jennybc","vector",4
"7263","jennybc","Vectorize",2
"7264","jennybc","View",2
"7265","jennybc","walk",4
"7266","jennybc","which",20
"7267","jennybc","which.max",2
"7268","jennybc","window",2
"7269","jennybc","with",24
"7270","jennybc","write.table",8
"7271","jennybc","write_csv",10
"7272","jennybc","writeLines",6
"7273","jennybc","xkcdaxis",2
"7274","jennybc","ylab",2
"7275","jeroen",".Call",26
"7276","jeroen",".Deprecated",4
"7277","jeroen",".file_attachment",2
"7278","jeroen",".gd_SetCategoryNames",4
"7279","jeroen",".gd_SetGeoTransform",2
"7280","jeroen",".gd_SetNoDataValue",2
"7281","jeroen",".gd_SetProject",2
"7282","jeroen",".gd_SetRasterColorTable",4
"7283","jeroen",".gd_SetStatistics",4
"7284","jeroen",".mime_part",2
"7285","jeroen",".packages",2
"7286","jeroen",".plot_attachment",2
"7287","jeroen",".setCollectorFun",2
"7288","jeroen",".spTransform_Line",2
"7289","jeroen",".spTransform_Lines",2
"7290","jeroen",".spTransform_Polygon",2
"7291","jeroen",".spTransform_Polygons",2
"7292","jeroen",".update_list",2
"7293","jeroen","aa_change_hat",2
"7294","jeroen","aa_change_profile",2
"7295","jeroen","aa_revert_hat",2
"7296","jeroen","abbreviate",2
"7297","jeroen","abs",6
"7298","jeroen","add_headers",2
"7299","jeroen","all",6
"7300","jeroen","all.equal",6
"7301","jeroen","any",22
"7302","jeroen","apply",2
"7303","jeroen","array",2
"7304","jeroen","as",8
"7305","jeroen","as.character",20
"7306","jeroen","as.data.frame",8
"7307","jeroen","as.Date",2
"7308","jeroen","as.double",6
"7309","jeroen","as.integer",16
"7310","jeroen","as.logical",10
"7311","jeroen","as.matrix",4
"7312","jeroen","as.numeric",2
"7313","jeroen","as.vector",6
"7314","jeroen","assertClass",4
"7315","jeroen","assign",8
"7316","jeroen","attr",16
"7317","jeroen","attributes",2
"7318","jeroen","base64encode",2
"7319","jeroen","baseenv",2
"7320","jeroen","basename",6
"7321","jeroen","bbox",4
"7322","jeroen","c",36
"7323","jeroen","callNextMethod",2
"7324","jeroen","cat",18
"7325","jeroen","cbind",12
"7326","jeroen","ceiling",2
"7327","jeroen","character",8
"7328","jeroen","checkboxGroupInput",2
"7329","jeroen","checkCRSArgs",2
"7330","jeroen","class",14
"7331","jeroen","close",6
"7332","jeroen","closeDataset",2
"7333","jeroen","col2rgb",4
"7334","jeroen","colnames",4
"7335","jeroen","comment",4
"7336","jeroen","content",2
"7337","jeroen","coordinates",10
"7338","jeroen","copyDataset",2
"7339","jeroen","cputest",2
"7340","jeroen","create2GDAL",2
"7341","jeroen","CRS",16
"7342","jeroen","CRSargs",2
"7343","jeroen","data",2
"7344","jeroen","data.frame",14
"7345","jeroen","default.stringsAsFactors",2
"7346","jeroen","DELETE",2
"7347","jeroen","deparse",2
"7348","jeroen","dev.off",4
