"autor","funkcja"
"Irina Ostrovnaya","stop"
"Irina Ostrovnaya","runif"
"Irina Ostrovnaya","sum"
"Irina Ostrovnaya","Lik"
"Irina Ostrovnaya","Lik2"
"Irina Ostrovnaya","lik4.full.top2"
"Irina Ostrovnaya","lik4.full.top2fun"
"Irina Ostrovnaya","LR3.ref"
"Irina Ostrovnaya","table"
"Irina Ostrovnaya","warning"
"Irina Ostrovnaya","which"
"Irina Ostrovnaya","ncol"
"Irina Ostrovnaya","round"
"Irina Ostrovnaya","unique"
"Irina Ostrovnaya","seq"
"Irina Ostrovnaya","t"
"Irina Ostrovnaya","LR3.test"
"Irina Ostrovnaya","LR4.ref"
"Irina Ostrovnaya","LR4.test"
"Irina Ostrovnaya","outcome3.full"
"Irina Ostrovnaya","outcome4.full.top1"
"Irina Ostrovnaya","outcome4.full.top2"
"Irina Ostrovnaya","prob3.full"
"Irina Ostrovnaya","prob4.full.top1"
"Irina Ostrovnaya","prob4.full.top2"
"Irina Ostrovnaya","tumors3"
"Irina Ostrovnaya","tumors4top1"
"Irina Ostrovnaya","dev.off"
"Irina Ostrovnaya","pdf"
"Irina Ostrovnaya","optim"
"Irina Ostrovnaya","abline"
"Irina Ostrovnaya","arrows"
"Irina Ostrovnaya","axis"
"Irina Ostrovnaya","lines"
"Irina Ostrovnaya","mtext"
"Irina Ostrovnaya","plot"
"Irina Ostrovnaya","points"
"Irina Ostrovnaya","text"
"Irina Ostrovnaya","dev.interactive"
"Irina Ostrovnaya","colorS"
"Charles Plessy","all"
"Charles Plessy","apply"
"Charles Plessy","as.character"
"Charles Plessy","read.table"
"Charles Plessy","codon2id"
"Charles Plessy","germline"
"Charles Plessy","c"
"Charles Plessy","cbind"
"Charles Plessy","ceiling"
"Charles Plessy","class"
"Charles Plessy","data.frame"
"Charles Plessy","exists"
"Charles Plessy","reshape"
"Charles Plessy","is.germline"
"Charles Plessy","strReverse"
"Charles Plessy","tocodons"
"Charles Plessy","yassai_identifier"
"Charles Plessy","file.exists"
"Charles Plessy","is.na"
"Charles Plessy","lapply"
"Charles Plessy","length"
"Charles Plessy","missing"
"Charles Plessy","names"
"Charles Plessy","nchar"
"Charles Plessy","nrow"
"Charles Plessy","paste"
"Charles Plessy","return"
"Charles Plessy","sapply"
"Charles Plessy","standardGeneric"
"Charles Plessy","stop"
"Charles Plessy","strsplit"
"Charles Plessy","sub"
"Charles Plessy","substr"
"Charles Plessy","substring"
"Charles Plessy","system.file"
"Charles Plessy","t"
"Charles Plessy","tolower"
"Charles Plessy","toupper"
"Charles Plessy","warning"
"Charles Plessy","setGeneric"
"Charles Plessy","setMethod"
"Charles Plessy","setdiff"
"Charles Plessy","is_unproductive"
"Noah Hoffman","apply"
"Noah Hoffman","as.list"
"Noah Hoffman","attr"
"Noah Hoffman","str"
"Noah Hoffman","getGlyphs"
"Noah Hoffman","mkrep"
"Noah Hoffman","c"
"Noah Hoffman","cat"
"Noah Hoffman","do.call"
"Noah Hoffman","gettextf"
"Noah Hoffman","gregexpr"
"Noah Hoffman","gsub"
"Noah Hoffman","new"
"Noah Hoffman","cmdscale"
"Noah Hoffman","panel.text"
"Noah Hoffman","panel.xyplot"
"Noah Hoffman","xyplot"
"Noah Hoffman","panel.abline"
"Noah Hoffman","panel.bwplot"
"Noah Hoffman","ifelse"
"Noah Hoffman","is.data.frame"
"Noah Hoffman","is.integer"
"Noah Hoffman","is.na"
"Noah Hoffman","is.null"
"Noah Hoffman","is.numeric"
"Noah Hoffman","length"
"Noah Hoffman","list"
"Noah Hoffman","paste"
"Noah Hoffman","return"
"Noah Hoffman","sapply"
"Noah Hoffman","strsplit"
"Noah Hoffman","substring"
"Noah Hoffman","unlist"
"Noah Hoffman","seq"
"Noah Hoffman","seq_along"
"Noah Hoffman","set.seed"
"Noah Hoffman","stop"
"Noah Hoffman","table"
"Noah Hoffman","which"
"Noah Hoffman","round"
"Noah Hoffman","sort"
"Noah Hoffman","split"
"Noah Hoffman","partition"
"Noah Hoffman","simpleROC"
"Noah Hoffman","stopifnot"
"Noah Hoffman","subset"
"Noah Hoffman","sum"
"Noah Hoffman","unique"
"Noah Hoffman","which.max"
"Noah Hoffman","sys.parent"
"Noah Hoffman","unclass"
"Noah Hoffman","upper.tri"
"Noah Hoffman","warning"
"Noah Hoffman","with"
"Noah Hoffman","template"
"Noah Hoffman","setdiff"
"Noah Hoffman","setequal"
"Noah Hoffman",".Call"
"Noah Hoffman","lapply"
"Noah Hoffman","read.csv"
"Noah Hoffman","fromJSON"
"Noah Hoffman","refpkgContents"
"Noah Hoffman","max"
"Noah Hoffman","missing"
"Noah Hoffman","numeric"
"Noah Hoffman","quantile"
"Noah Hoffman","getNodes"
"Noah Hoffman","getTips"
"Noah Hoffman","setSVGShapeToolTip"
"Noah Hoffman","vprint"
"Noah Hoffman","library"
"Noah Hoffman","lower.tri"
"Noah Hoffman","match"
"Noah Hoffman","merge"
"Noah Hoffman","min"
"Noah Hoffman","names"
"Noah Hoffman","ncol"
"Noah Hoffman","nrow"
"Noah Hoffman","rep"
"Noah Hoffman","rownames"
"Noah Hoffman","which.min"
"Noah Hoffman","readLines"
"Noah Hoffman","scan"
"Noah Hoffman","sqrt"
"Noah Hoffman","t"
"Noah Hoffman","textConnection"
"Noah Hoffman","par"
"Noah Hoffman","plot"
"Noah Hoffman","points"
"Noah Hoffman","dev.off"
"Aurora Torrente","any"
"Aurora Torrente","apply"
"Aurora Torrente","length"
"Aurora Torrente","drawTreeGraph"
"Aurora Torrente","dyn.cross"
"Aurora Torrente","list"
"Aurora Torrente","log2"
"Aurora Torrente","return"
"Aurora Torrente","rownames"
"Aurora Torrente","stop"
"Aurora Torrente","sum"
"Aurora Torrente","as.hclust"
"Aurora Torrente","insert"
"Aurora Torrente","pause"
"Aurora Torrente","SCmapping"
"Aurora Torrente","score.crossing"
"Aurora Torrente","score.it"
"Aurora Torrente","sweep"
"Aurora Torrente","which"
"Aurora Torrente","paste"
"Aurora Torrente","rep"
"Aurora Torrente","table"
"Aurora Torrente","unique"
"Aurora Torrente","order"
"Aurora Torrente","print"
"Aurora Torrente","rbind"
"Aurora Torrente","replace"
"Aurora Torrente","rev"
"Aurora Torrente","sort"
"Aurora Torrente","vector"
"Aurora Torrente","par"
"Aurora Torrente","plot"
"Aurora Torrente","points"
"Aurora Torrente","segments"
"Aurora Torrente","text"
"Aurora Torrente","colorRampPalette"
"Aurora Torrente","flatVSflat"
"Elizabeth Purdom","any"
"Elizabeth Purdom","as.numeric"
"Elizabeth Purdom","c"
"Elizabeth Purdom","head"
"Elizabeth Purdom",".checkClusterLabels"
"Elizabeth Purdom",".checkClusterTypes"
"Elizabeth Purdom","data.frame"
"Elizabeth Purdom","factor"
"Elizabeth Purdom","grep"
"Elizabeth Purdom","is.character"
"Elizabeth Purdom","is.logical"
"Elizabeth Purdom","is.na"
"Elizabeth Purdom","setMethod"
"Elizabeth Purdom","prcomp"
"Elizabeth Purdom","standardGeneric"
"Elizabeth Purdom",".TypeIntoIndices"
"Elizabeth Purdom",".unnameClusterSlots"
"Elizabeth Purdom",".updateCurrentWorkflow"
"Elizabeth Purdom","clusterLabels"
"Elizabeth Purdom","clusterMatrix"
"Elizabeth Purdom","is.null"
"Elizabeth Purdom","lapply"
"Elizabeth Purdom","length"
"Elizabeth Purdom","match"
"Elizabeth Purdom","max"
"Elizabeth Purdom","missing"
"Elizabeth Purdom","NCOL"
"Elizabeth Purdom","nrow"
"Elizabeth Purdom","order"
"Elizabeth Purdom","paste"
"Elizabeth Purdom","rbind"
"Elizabeth Purdom","return"
"Elizabeth Purdom","rownames"
"Elizabeth Purdom","sapply"
"Elizabeth Purdom","stop"
"Elizabeth Purdom","strsplit"
"Elizabeth Purdom","table"
"Elizabeth Purdom","unique"
"Elizabeth Purdom","unlist"
"Elizabeth Purdom","warning"
"Elizabeth Purdom","which"
"Elizabeth Purdom","sample"
"Elizabeth Purdom","seq"
"Elizabeth Purdom","t"
"Elizabeth Purdom","signature"
"Elizabeth Purdom","clusterTypes"
"Elizabeth Purdom","nClusterings"
"Elizabeth Purdom","primaryClusterIndex"
"Elizabeth Purdom","removeClusterings"
"Elizabeth Purdom","workflowClusterDetails"
"Elizabeth Purdom","SingleCellExperiment"
"Elizabeth Purdom","transformation"
"Elizabeth Purdom","colData"
"Elizabeth Purdom","current.vpTree"
"Elizabeth Purdom","exprs"
"Elizabeth Purdom","filterData"
"Elizabeth Purdom","getHeatmapValue"
"Elizabeth Purdom","gpar"
"Elizabeth Purdom","grid.text"
"Elizabeth Purdom","isFilterStats"
"Elizabeth Purdom","isPossibleFilterStats"
"Elizabeth Purdom","isPossibleReducedDims"
"Elizabeth Purdom","isReducedDims"
"Elizabeth Purdom","makeBlankData"
"Elizabeth Purdom","makeDendrogram"
"Elizabeth Purdom","makeFilterStats"
"Elizabeth Purdom","makeReducedDims"
"Elizabeth Purdom","tapply"
"Elizabeth Purdom","upper.tri"
"Elizabeth Purdom","NROW"
"Elizabeth Purdom","paste0"
"Elizabeth Purdom","rep"
"Elizabeth Purdom","scale"
"Elizabeth Purdom","colorRampPalette"
"Elizabeth Purdom","colors"
"Elizabeth Purdom","na.omit"
"Elizabeth Purdom","quantile"
"Elizabeth Purdom","reorder"
"Elizabeth Purdom","hclust"
"Elizabeth Purdom","median"
"Elizabeth Purdom","legend"
"Elizabeth Purdom","par"
"Elizabeth Purdom","plot"
"Elizabeth Purdom","plot.new"
"Elizabeth Purdom","plot.window"
"Elizabeth Purdom","rect"
"Elizabeth Purdom","text"
"Elizabeth Purdom","gray"
"Elizabeth Purdom","is"
"Elizabeth Purdom","union"
"Elizabeth Purdom","boxplot"
"Elizabeth Purdom","selectMethod"
"Elizabeth Purdom","setOldClass"
"Elizabeth Purdom","tail"
"Elizabeth Purdom","intersect"
"Elizabeth Purdom","setValidity"
"Elizabeth Purdom","nSamples"
"Elizabeth Purdom","orderSamples"
"Elizabeth Purdom","plotClusters"
"Elizabeth Purdom","plotHeatmap"
"Elizabeth Purdom","primaryCluster"
"Elizabeth Purdom","pushViewport"
"Elizabeth Purdom","reducedDim"
"Elizabeth Purdom","seekViewport"
"Elizabeth Purdom","setBreaks"
"Elizabeth Purdom","transformData"
"Elizabeth Purdom","unit"
"Elizabeth Purdom","upViewport"
"Elizabeth Purdom","viewport"
"Elizabeth Purdom","sum"
"Elizabeth Purdom","suppressWarnings"
"Elizabeth Purdom","switch"
"Elizabeth Purdom","try"
"Elizabeth Purdom","brewer.pal"
"Adrian Pasculescu","as.vector"
"Adrian Pasculescu","dim"
"Adrian Pasculescu","is.na"
"Adrian Pasculescu","read.delim"
"Adrian Pasculescu","histogram"
"Adrian Pasculescu","panel.abline"
"Adrian Pasculescu","is.null"
"Adrian Pasculescu","nrow"
"Adrian Pasculescu","print"
"Adrian Pasculescu","stop"
"Adrian Pasculescu","sum"
"Adrian Pasculescu","unique"
"Adrian Pasculescu","sd"
"Adrian Pasculescu","panel.histogram"
"Adrian Pasculescu","panel.rect"
"Adrian Pasculescu","panel.text"
"Adrian Pasculescu","paste"
"Adrian Pasculescu","return"
"Adrian Pasculescu","round"
"Adrian Pasculescu","saveRDS"
"Adrian Pasculescu","table"
"Adrian Pasculescu","tapply"
"Adrian Pasculescu","tryCatch"
"Adrian Pasculescu","rownames"
"Adrian Pasculescu","sapply"
"Adrian Pasculescu","seq"
"Adrian Pasculescu","strsplit"
"Adrian Pasculescu","sub"
"Adrian Pasculescu","t"
"Adrian Pasculescu","unlist"
"Adrian Pasculescu","validate_association"
"Adrian Pasculescu","warning"
"Adrian Pasculescu","hist"
"Adrian Pasculescu","plot"
"Adrian Pasculescu","intersect"
"Adrian Pasculescu","entropy"
"Adrian Pasculescu","setdiff"
"Adrian Pasculescu","kronecker"
"Guangchuang Yu","as.character"
"Guangchuang Yu","aes"
"Guangchuang Yu","aes_"
"Guangchuang Yu","c"
"Guangchuang Yu","data.frame"
"Guangchuang Yu","formula"
"Guangchuang Yu","aes_string"
"Guangchuang Yu","coord_flip"
"Guangchuang Yu","geom_bar"
"Guangchuang Yu","geom_point"
"Guangchuang Yu","ggplot"
"Guangchuang Yu","load"
"Guangchuang Yu","match"
"Guangchuang Yu","strsplit"
"Guangchuang Yu","rbind"
"Guangchuang Yu","readLines"
"Guangchuang Yu","requireNamespace"
"Guangchuang Yu","save"
"Guangchuang Yu","suppressWarnings"
"Guangchuang Yu","suppressMessages"
"Guangchuang Yu","ggtitle"
"Guangchuang Yu","guide_colorbar"
"Guangchuang Yu","scale_color_gradientn"
"Guangchuang Yu","theme_dose"
"Guangchuang Yu","prepare_KEGG"
"Guangchuang Yu","browseURL"
"Thomas J.","any"
"Thomas J.","colSums"
"Thomas J.","read.table"
"Thomas J.",".clust2Vect"
"Thomas J.","wallace"
"Thomas J.","inherits"
"Thomas J.","is.na"
"Thomas J.","prod"
"Thomas J.","as"
"Thomas J.","lapplyFun"
"Thomas J.","libsizes"
"Thomas J.","seq_along"
"Thomas J.","seq_len"
"Thomas J.","sqrt"
"Thomas J.","table"
"Thomas J.","rbind"
"Thomas J.","strsplit"
"Thomas J.","mean"
"Thomas J.","message"
"Thomas J.","min"
"Thomas J.","nchar"
"Thomas J.","range"
"Thomas J.","substr"
"Thomas J.","suppressWarnings"
"Thomas J.","which.min"
"Thomas J.","writeLines"
"Thomas J.","as.dist"
"Thomas J.","cutree"
"Thomas J.","hclust"
"Thomas J.","lines"
"Jason T.","cat"
"Jason T.","length"
"Jason T.","paste"
"Jason T.","combn"
"Jason T.",".showClassifiedPoints"
"Jason T.",".showMlp"
"Jason T.","c"
"Jason T.","colnames"
"Jason T.","drop"
"Jason T.","is.character"
"Jason T.","is.matrix"
"Jason T.","is.na"
"Jason T.","setMethod"
"Jason T.","binom.test"
"Jason T.",".showPcp"
"Jason T.",".showPermutationResults"
"Jason T.",".movePointsSoMeanLineGoesThroughOrigo2D"
"Jason T.",".projectMultidimensionalPointsOnMultidimensionalLine"
"Jason T.",".reduceMultDimToOneDimAlongTheLine"
"Jason T.","is.null"
"Jason T.","lapply"
"Jason T.","list"
"Jason T.","matrix"
"Jason T.","max"
"Jason T.","message"
"Jason T.","min"
"Jason T.","names"
"Jason T.","ncol"
"Jason T.","nrow"
"Jason T.","rep"
"Jason T.","return"
"Jason T.","rownames"
"Jason T.","sapply"
"Jason T.","split"
"Jason T.","sqrt"
"Jason T.","standardGeneric"
"Jason T.","stop"
"Jason T.","sum"
"Jason T.","t"
"Jason T.","unique"
"Jason T.","unlist"
"Jason T.","slotNames"
"Jason T.",".regressionVectorFromGroupMeans"
"Jason T.",".setColors"
"Jason T.","crossn"
"Jason T.","principal.curve"
"Jason T.",".Pcp2DPlotStep5"
"Jason T.",".Pcp2DPlotStep6"
"Jason T.",".plotPcp2D"
"Jason T.",".step1"
"Jason T.",".step2"
"Jason T.",".step3"
"Jason T.",".step4"
"Jason T.",".step5"
"Jason T.",".step6"
"Jason T.","basePlot"
"Jason T.","getData"
"Jason T.","points3d"
"Jason T.","scatterplot3d"
"Jason T.","col2rgb"
"Jason T.","colorRampPalette"
"Jason T.","abline"
"Jason T.","arrows"
"Jason T.","hist"
"Jason T.","legend"
"Jason T.","lines"
"Jason T.","par"
"Jason T.","plot"
"Jason T.","title"
"Jason T.","n2mfrow"
"Jason T.","rgb"
"Jason T.","setGeneric"
"Jason T.","slot"
"Jason T.","brewer.pal"
"James W.","require"
"James W.","do.clusterComp"
"James W.","round"
"James W.","sort"
"James W.","standardGeneric"
"James W.","log"
"James W.","sample"
"James W.","set.seed"
"James W.","table"
"James W.","representation"
"James W.","setClass"
"James W.","as.dist"
"James W.","cutree"
"James W.","dist"
"James W.","hclust"
"James W.","hist"
"Andreas Mitterecker","library.dynam.unload"
"Andreas Mitterecker","packageStartupMessage"
"Andreas Mitterecker","gsub"
"Andreas Mitterecker","packageDescription"
"Andreas Mitterecker","createFF"
"Andreas Mitterecker","ff"
"Andreas Mitterecker","ls"
"Andreas Mitterecker","paste"
"Andreas Mitterecker","return"
"Andreas Mitterecker","which"
"Andreas Mitterecker","cumsum"
"Andreas Mitterecker","data.frame"
"Andreas Mitterecker","new"
"Andreas Mitterecker","median"
"Andreas Mitterecker","isPackageLoaded"
"Andreas Mitterecker","ldPath"
"Andreas Mitterecker","experimentData"
"Andreas Mitterecker","featureData"
"Andreas Mitterecker","getFragmentSet"
"Andreas Mitterecker","diff"
"Andreas Mitterecker","is.na"
"Andreas Mitterecker","length"
"Andreas Mitterecker","list"
"Andreas Mitterecker","matrix"
"Andreas Mitterecker","min"
"Andreas Mitterecker","order"
"Andreas Mitterecker","print"
"Andreas Mitterecker","seq"
"Andreas Mitterecker","table"
"Andreas Mitterecker","unique"
"Andreas Mitterecker","unlist"
"Andreas Mitterecker","vector"
"Andreas Mitterecker","prod"
"Andreas Mitterecker","rep"
"Andreas Mitterecker","rm"
"Andreas Mitterecker","rowMeans"
"Andreas Mitterecker","rownames"
"Andreas Mitterecker","rowSums"
"Andreas Mitterecker","sqrt"
"Andreas Mitterecker","sum"
"Andreas Mitterecker","t"
"Andreas Mitterecker","which.max"
"Andreas Mitterecker","Sys.getenv"
"Andreas Mitterecker","getSingleProbeSetSize"
"Andreas Mitterecker","normAdd"
"Andreas Mitterecker","notes"
"Andreas Mitterecker","phenoData"
"Andreas Mitterecker","rowMedians"
"Andreas Mitterecker","sfClusterEval"
"Andreas Mitterecker","sfExport"
"Andreas Mitterecker","sfInit"
"Andreas Mitterecker","sfLapply"
"Andreas Mitterecker","sfStop"
"Andreas Mitterecker","sfGetCluster"
"Andreas Mitterecker","sfParallel"
"Andreas Mitterecker","startedWithSfCluster"
"Andreas Mitterecker","stopCluster"
"Andreas Mitterecker","sfCpus"
"Andreas Mitterecker","sfLibrary"
"Andreas Mitterecker","sfMM"
"Andreas Mitterecker","sfRemove"
"Andreas Mitterecker","sfRemoveAll"
"Andreas Mitterecker","try"
"Andreas Mitterecker","unlink"
"Andreas Mitterecker","warning"
"Andreas Mitterecker","structure"
"Andreas Mitterecker","suppressWarnings"
"Andreas Mitterecker","Sys.info"
"Andreas Mitterecker","Sys.time"
"Andreas Mitterecker","round"
"Andreas Mitterecker","sapply"
"Andreas Mitterecker","save"
"Andreas Mitterecker","sort"
"Andreas Mitterecker","source"
"Andreas Mitterecker","stop"
"Andreas Mitterecker","substitute"
"Andreas Mitterecker","dev.off"
"Andreas Mitterecker","nclass.Sturges"
"Andreas Mitterecker","sd"
"Andreas Mitterecker","var"
"Andreas Mitterecker","is.leaf"
"Andreas Mitterecker","order.dendrogram"
"Andreas Mitterecker","abline"
"Andreas Mitterecker","axis"
"Andreas Mitterecker","legend"
"Andreas Mitterecker","matlines"
"Andreas Mitterecker","matplot"
"Andreas Mitterecker","par"
"Andreas Mitterecker","plot"
"Andreas Mitterecker","text"
"Andreas Mitterecker","pdf"
"Andreas Mitterecker","setdiff"
"Andreas Mitterecker","assignInNamespace"
"Andreas Mitterecker","getFromNamespace"
"Andreas Mitterecker","sfRestore"
"Andreas Mitterecker","sfSource"
"Andreas Mitterecker","sys.call"
"Andreas Mitterecker","sys.frame"
"Andreas Mitterecker","sys.nframe"
"Andreas Mitterecker","tryCatch"
"Guenter Klambauer","library.dynam"
"Guenter Klambauer","library.dynam.unload"
"Guenter Klambauer","any"
"Guenter Klambauer","packageDescription"
"Guenter Klambauer",".singlecn.mops"
"Guenter Klambauer","clusterEvalQ"
"Guenter Klambauer","apply"
"Guenter Klambauer","array"
"Guenter Klambauer","as.character"
"Guenter Klambauer","as.integer"
"Guenter Klambauer","as.matrix"
"Guenter Klambauer","c"
"Guenter Klambauer","new"
"Guenter Klambauer","cat"
"Guenter Klambauer","getbdry"
"Guenter Klambauer","GRanges"
"Guenter Klambauer","IRanges"
"Guenter Klambauer","makeCluster"
"Guenter Klambauer","parApply"
"Guenter Klambauer","cbind"
"Guenter Klambauer","class"
"Guenter Klambauer","colnames"
"Guenter Klambauer","cumsum"
"Guenter Klambauer","data.frame"
"Guenter Klambauer","dimnames"
"Guenter Klambauer","do.call"
"Guenter Klambauer","exists"
"Guenter Klambauer","exp"
"Guenter Klambauer","floor"
"Guenter Klambauer","inherits"
"Guenter Klambauer","is.character"
"Guenter Klambauer","is.finite"
"Guenter Klambauer","is.logical"
"Guenter Klambauer","is.matrix"
"Guenter Klambauer","is.null"
"Guenter Klambauer","is.numeric"
"Guenter Klambauer","is.vector"
"Guenter Klambauer","lapply"
"Guenter Klambauer","length"
"Guenter Klambauer","lgamma"
"Guenter Klambauer","list"
"Guenter Klambauer","log"
"Guenter Klambauer","log2"
"Guenter Klambauer","matrix"
"Guenter Klambauer","max"
"Guenter Klambauer","mean"
"Guenter Klambauer","setMethod"
"Guenter Klambauer","show"
"Guenter Klambauer","parLapply"
"Guenter Klambauer","seqinfo"
"Guenter Klambauer","seqnames"
"Guenter Klambauer","sortSeqlevels"
"Guenter Klambauer","stopCluster"
"Guenter Klambauer","strand"
"Guenter Klambauer","values"
"Guenter Klambauer","message"
"Guenter Klambauer","names"
"Guenter Klambauer","ncol"
"Guenter Klambauer","nrow"
"Guenter Klambauer","order"
"Guenter Klambauer","paste"
"Guenter Klambauer","pmax"
"Guenter Klambauer","rbind"
"Guenter Klambauer","rep"
"Guenter Klambauer","requireNamespace"
"Guenter Klambauer","return"
"Guenter Klambauer","rm"
"Guenter Klambauer","rowMeans"
"Guenter Klambauer","rownames"
"Guenter Klambauer","rowSums"
"Guenter Klambauer","sapply"
"Guenter Klambauer","stop"
"Guenter Klambauer","subset"
"Guenter Klambauer","sum"
"Guenter Klambauer","t"
"Guenter Klambauer","table"
"Guenter Klambauer","dev.cur"
"Guenter Klambauer","dev.interactive"
"Guenter Klambauer","end"
