"","funkcja","czestosc","kategoria"
"7973","getNamespace",8.79952e-05,"B"
"7974","getNetwork",8.79952e-05,"B"
"7975","getPage",8.79952e-05,"B"
"7976","getPointerToFunction",8.79952e-05,"B"
"7977","getPost",8.79952e-05,"B"
"7978","getScreenName",8.79952e-05,"B"
"7979","getsex",8.79952e-05,"B"
"7980","GetSummaryPlot",8.79952e-05,"B"
"7981","getTitle",8.79952e-05,"B"
"7982","getURLContent",8.79952e-05,"B"
"7983","getUser",8.79952e-05,"B"
"7984","getUserMedia",8.79952e-05,"B"
"7985","ggplot_build",8.79952e-05,"B"
"7986","ggplotGrob",8.79952e-05,"B"
"7987","Gini",8.79952e-05,"B"
"7988","gIntersection",8.79952e-05,"B"
"7989","gLength",8.79952e-05,"B"
"7990","glm.nb",8.79952e-05,"B"
"7991","globalVariables",8.79952e-05,"B"
"7992","graph.data.frame",8.79952e-05,"B"
"7993","GridTopology",8.79952e-05,"B"
"7994","group_by_",8.79952e-05,"B"
"7995","gs_read",8.79952e-05,"B"
"7996","gzfile",8.79952e-05,"B"
"7997","h2o.gbm",8.79952e-05,"B"
"7998","h2o.predict",8.79952e-05,"B"
"7999","h6",8.79952e-05,"B"
"8000","hat",8.79952e-05,"B"
"8001","hc_add_series",8.79952e-05,"B"
"8002","hc_chart",8.79952e-05,"B"
"8003","hc_theme_smpl",8.79952e-05,"B"
"8004","hcaes",8.79952e-05,"B"
"8005","hide_legend",8.79952e-05,"B"
"8006","highchart",8.79952e-05,"B"
"8007","hoverOpts",8.79952e-05,"B"
"8008","ICDSeq",8.79952e-05,"B"
"8009","image_annotate",8.79952e-05,"B"
"8010","image_append",8.79952e-05,"B"
"8011","image_blur",8.79952e-05,"B"
"8012","image_border",8.79952e-05,"B"
"8013","image_charcoal",8.79952e-05,"B"
"8014","image_convert",8.79952e-05,"B"
"8015","image_crop",8.79952e-05,"B"
"8016","image_flip",8.79952e-05,"B"
"8017","image_flop",8.79952e-05,"B"
"8018","image_info",8.79952e-05,"B"
"8019","image_resize",8.79952e-05,"B"
"8020","image_rotate",8.79952e-05,"B"
"8021","image_scale",8.79952e-05,"B"
"8022","includeCSS",8.79952e-05,"B"
"8023","input",8.79952e-05,"B"
"8024","interactive",8.79952e-05,"B"
"8025","irlba",8.79952e-05,"B"
"8026","is.infinite",8.79952e-05,"B"
"8027","is.nan",8.79952e-05,"B"
"8028","jpeg",8.79952e-05,"B"
"8029","JS",8.79952e-05,"B"
"8030","jsoneditOutput",8.79952e-05,"B"
"8031","keytypes",8.79952e-05,"B"
"8032","knn",8.79952e-05,"B"
"8033","kReplace",8.79952e-05,"B"
"8034","ks.test",8.79952e-05,"B"
"8035","l_ply",8.79952e-05,"B"
"8036","labelChart",8.79952e-05,"B"
"8037","last",8.79952e-05,"B"
"8038","last_plot",8.79952e-05,"B"
"8039","layer_lines",8.79952e-05,"B"
"8040","layer_paths",8.79952e-05,"B"
"8041","layout.fruchterman.reingold",8.79952e-05,"B"
"8042","Lc",8.79952e-05,"B"
"8043","leafletProxy",8.79952e-05,"B"
"8044","lengths",8.79952e-05,"B"
"8045","library_install",8.79952e-05,"B"
"8046","lines3d",8.79952e-05,"B"
"8047","lme",8.79952e-05,"B"
"8048","lmer",8.79952e-05,"B"
"8049","loadData",8.79952e-05,"B"
"8050","log_cat",8.79952e-05,"B"
"8051","log1p",8.79952e-05,"B"
"8052","log2_trans",8.79952e-05,"B"
"8053","lpd",8.79952e-05,"B"
"8054","lu",8.79952e-05,"B"
"8055","ma",8.79952e-05,"B"
"8056","make",8.79952e-05,"B"
"8057","makeContrasts",8.79952e-05,"B"
"8058","makePlot",8.79952e-05,"B"
"8059","makeRepo",8.79952e-05,"B"
"8060","manipulate",8.79952e-05,"B"
"8061","map_dfr",8.79952e-05,"B"
"8062","map2",8.79952e-05,"B"
"8063","mappedkeys",8.79952e-05,"B"
"8064","mapvalues",8.79952e-05,"B"
"8065","margin",8.79952e-05,"B"
"8066","matches",8.79952e-05,"B"
"8067","mcmc.list",8.79952e-05,"B"
"8068","mcmc_chain",8.79952e-05,"B"
"8069","mcparallel",8.79952e-05,"B"
"8070","menuSubItem",8.79952e-05,"B"
"8071","meta",8.79952e-05,"B"
"8072","metropolis",8.79952e-05,"B"
"8073","mime",8.79952e-05,"B"
"8074","mode",8.79952e-05,"B"
"8075","mongo.create",8.79952e-05,"B"
"8076","mongo.insert",8.79952e-05,"B"
"8077","monitor",8.79952e-05,"B"
"8078","monkeylearn_classify",8.79952e-05,"B"
"8079","nbinomTest",8.79952e-05,"B"
"8080","nchr",8.79952e-05,"B"
"8081","NCOL",8.79952e-05,"B"
"8082","newCountDataSet",8.79952e-05,"B"
"8083","newvalue",8.79952e-05,"B"
"8084","normalize",8.79952e-05,"B"
"8085","NS",8.79952e-05,"B"
"8086","oauth_callback",8.79952e-05,"B"
"8087","oauth_endpoint",8.79952e-05,"B"
"8088","oauth2.0_token",8.79952e-05,"B"
"8089","offset",8.79952e-05,"B"
"8090","ogrListLayers",8.79952e-05,"B"
"8091","onSessionEnded",8.79952e-05,"B"
"8092","open",8.79952e-05,"B"
"8093","optim",8.79952e-05,"B"
"8094","over",8.79952e-05,"B"
"8095","pacf",8.79952e-05,"B"
"8096","packageDescription",8.79952e-05,"B"
"8097","pairwiseAlignment",8.79952e-05,"B"
"8098","palette",8.79952e-05,"B"
"8099","pam",8.79952e-05,"B"
"8100","pamr.predict",8.79952e-05,"B"
"8101","pamr.train",8.79952e-05,"B"
"8102","parse_date_time",8.79952e-05,"B"
"8103","parse_datetime",8.79952e-05,"B"
"8104","parseIR",8.79952e-05,"B"
"8105","pdata.frame",8.79952e-05,"B"
"8106","persp",8.79952e-05,"B"
"8107","pf",8.79952e-05,"B"
"8108","pie",8.79952e-05,"B"
"8109","pkgDep",8.79952e-05,"B"
"8110","player",8.79952e-05,"B"
"8111","plm",8.79952e-05,"B"
"8112","plogis",8.79952e-05,"B"
"8113","plot3d",8.79952e-05,"B"
"8114","plotCounts",8.79952e-05,"B"
"8115","plotMA",8.79952e-05,"B"
"8116","plotmatrix",8.79952e-05,"B"
"8117","pmap",8.79952e-05,"B"
"8118","poly",8.79952e-05,"B"
"8119","possibly",8.79952e-05,"B"
"8120","postForm",8.79952e-05,"B"
"8121","pre",8.79952e-05,"B"
"8122","preProcess",8.79952e-05,"B"
"8123","princomp",8.79952e-05,"B"
"8124","print.xtable",8.79952e-05,"B"
"8125","profile_box",8.79952e-05,"B"
"8126","profile_nav",8.79952e-05,"B"
"8127","pvclust",8.79952e-05,"B"
"8128","pvrect",8.79952e-05,"B"
"8129","qgraph",8.79952e-05,"B"
"8130","qr",8.79952e-05,"B"
"8131","quarter",8.79952e-05,"B"
"8132","quartz",8.79952e-05,"B"
"8133","quartz.save",8.79952e-05,"B"
"8134","quote",8.79952e-05,"B"
"8135","qvalue",8.79952e-05,"B"
"8136","ranges",8.79952e-05,"B"
"8137","raster",8.79952e-05,"B"
"8138","rawToChar",8.79952e-05,"B"
"8139","rchisq",8.79952e-05,"B"
"8140","reactivePoll",8.79952e-05,"B"
"8141","reactiveValuesToList",8.79952e-05,"B"
"8142","read.nexus",8.79952e-05,"B"
"8143","read.tree",8.79952e-05,"B"
"8144","read.xls",8.79952e-05,"B"
"8145","read.xlsx",8.79952e-05,"B"
"8146","read_file",8.79952e-05,"B"
"8147","read_shape",8.79952e-05,"B"
"8148","read_xml",8.79952e-05,"B"
"8149","readChar",8.79952e-05,"B"
"8150","readGDAL",8.79952e-05,"B"
"8151","readTweets",8.79952e-05,"B"
"8152","reg.finalizer",8.79952e-05,"B"
"8153","registerDoSNOW",8.79952e-05,"B"
"8154","removeSparseTerms",8.79952e-05,"B"
"8155","renderJsonedit",8.79952e-05,"B"
"8156","replace.map",8.79952e-05,"B"
"8157","resume",8.79952e-05,"B"
"8158","revalue",8.79952e-05,"B"
"8159","reviseXdata",8.79952e-05,"B"
"8160","rmNullObs",8.79952e-05,"B"
"8161","rnbinom",8.79952e-05,"B"
"8162","round_date",8.79952e-05,"B"
"8163","rowttests",8.79952e-05,"B"
"8164","rpart",8.79952e-05,"B"
"8165","rt",8.79952e-05,"B"
"8166","run_mcmc",8.79952e-05,"B"
"8167","safely",8.79952e-05,"B"
"8168","sample.int",8.79952e-05,"B"
"8169","saveChart",8.79952e-05,"B"
"8170","saveGIF",8.79952e-05,"B"
"8171","SavePlot",8.79952e-05,"B"
"8172","saveVideo",8.79952e-05,"B"
"8173","scale_alpha_continuous",8.79952e-05,"B"
"8174","scale_colour_discrete",8.79952e-05,"B"
"8175","scale_colour_grey",8.79952e-05,"B"
"8176","scale_colour_hue",8.79952e-05,"B"
"8177","scale_linetype_discrete",8.79952e-05,"B"
"8178","scale_shape",8.79952e-05,"B"
"8179","search_tweets",8.79952e-05,"B"
"8180","searchFacebook",8.79952e-05,"B"
"8181","searchInstagram",8.79952e-05,"B"
"8182","selected_id",8.79952e-05,"B"
"8183","seq.int",8.79952e-05,"B"
"8184","seqnames",8.79952e-05,"B"
"8185","set_options",8.79952e-05,"B"
"8186","setOldClass",8.79952e-05,"B"
"8187","sflist2stanfit",8.79952e-05,"B"
"8188","shapiro.test",8.79952e-05,"B"
"8189","showSigOfNodes",8.79952e-05,"B"
"8190","sideBarElement",8.79952e-05,"B"
"8191","sign_oauth2.0",8.79952e-05,"B"
"8192","signature",8.79952e-05,"B"
"8193","sim",8.79952e-05,"B"
"8194","sim.map",8.79952e-05,"B"
"8195","sink",8.79952e-05,"B"
"8196","sizeFactors",8.79952e-05,"B"
"8197","slider",8.79952e-05,"B"
"8198","smooth",8.79952e-05,"B"
"8199","smooth.spline",8.79952e-05,"B"
"8200","source_data",8.79952e-05,"B"
"8201","source_gist",8.79952e-05,"B"
"8202","sourceCpp",8.79952e-05,"B"
"8203","SpatialLinesDataFrame",8.79952e-05,"B"
"8204","spChFIDs",8.79952e-05,"B"
"8205","spheres3d",8.79952e-05,"B"
"8206","spin",8.79952e-05,"B"
"8207","spRbind",8.79952e-05,"B"
"8208","src_sqlite",8.79952e-05,"B"
"8209","st_crs",8.79952e-05,"B"
"8210","st_union",8.79952e-05,"B"
"8211","start",8.79952e-05,"B"
"8212","starts_with",8.79952e-05,"B"
"8213","stat",8.79952e-05,"B"
"8214","stat_density",8.79952e-05,"B"
"8215","stat_density2d",8.79952e-05,"B"
"8216","stateToAbbrev",8.79952e-05,"B"
"8217","stl",8.79952e-05,"B"
"8218","storage.mode",8.79952e-05,"B"
"8219","str_match_all",8.79952e-05,"B"
"8220","str_to_lower",8.79952e-05,"B"
"8221","string",8.79952e-05,"B"
"8222","stringdistmatrix",8.79952e-05,"B"
"8223","strtoi",8.79952e-05,"B"
"8224","summarise_each",8.79952e-05,"B"
"8225","sva",8.79952e-05,"B"
"8226","svd",8.79952e-05,"B"
"8227","Sweave",8.79952e-05,"B"
"8228","symbols",8.79952e-05,"B"
"8229","Sys.setlocale",8.79952e-05,"B"
"8230","talllayout",8.79952e-05,"B"
"8231","tallweb_plot",8.79952e-05,"B"
"8232","td",8.79952e-05,"B"
"8233","theme_map",8.79952e-05,"B"
"8234","theme_nothing",8.79952e-05,"B"
"8235","theme_tws",8.79952e-05,"B"
"8236","theme_update",8.79952e-05,"B"
"8237","theme_void",8.79952e-05,"B"
"8238","tileLayer",8.79952e-05,"B"
"8239","tkplot",8.79952e-05,"B"
"8240","tm_map",8.79952e-05,"B"
"8241","tm_shape",8.79952e-05,"B"
"8242","toggleState",8.79952e-05,"B"
"8243","totmar",8.79952e-05,"B"
"8244","tr",8.79952e-05,"B"
"8245","trans_breaks",8.79952e-05,"B"
"8246","trimws",8.79952e-05,"B"
"8247","TukeyHSD",8.79952e-05,"B"
"8248","twListToDF",8.79952e-05,"B"
"8249","ul",8.79952e-05,"B"
"8250","unclass",8.79952e-05,"B"
"8251","unloadNamespace",8.79952e-05,"B"
"8252","unz",8.79952e-05,"B"
"8253","updateAceEditor",8.79952e-05,"B"
"8254","useMart",8.79952e-05,"B"
"8255","user_data",8.79952e-05,"B"
"8256","VarCorr",8.79952e-05,"B"
"8257","video_plot",8.79952e-05,"B"
"8258","vidlayout",8.79952e-05,"B"
"8259","viewApply",8.79952e-05,"B"
"8260","Views",8.79952e-05,"B"
"8261","vuong",8.79952e-05,"B"
"8262","walk2",8.79952e-05,"B"
"8263","warn",8.79952e-05,"B"
"8264","web_plot",8.79952e-05,"B"
"8265","width",8.79952e-05,"B"
"8266","within",8.79952e-05,"B"
"8267","write_PACKAGES",8.79952e-05,"B"
"8268","writeBin",8.79952e-05,"B"
"8269","writeGDAL",8.79952e-05,"B"
"8270","x",8.79952e-05,"B"
"8271","xkcdaxis",8.79952e-05,"B"
"8272","xmlAttrs",8.79952e-05,"B"
"8273","xmlGetAttr",8.79952e-05,"B"
"8274","xmlRoot",8.79952e-05,"B"
"8275","years",8.79952e-05,"B"
"8276","ymd_h",8.79952e-05,"B"
"8277","zeroinfl",8.79952e-05,"B"
"8278","zip",8.79952e-05,"B"
"8279","zoo",8.79952e-05,"B"
"8280","add_credits",6.59964e-05,"B"
"8281","add_handler",6.59964e-05,"B"
"8282","add_route",6.59964e-05,"B"
"8283","as.h2o",6.59964e-05,"B"
"8284","benchmark",6.59964e-05,"B"
"8285","bquote",6.59964e-05,"B"
"8286","collect",6.59964e-05,"B"
"8287","fonts",6.59964e-05,"B"
"8288","grid.text",6.59964e-05,"B"
"8289","gs_add_row",6.59964e-05,"B"
"8290","h2o.auc",6.59964e-05,"B"
"8291","h2o.randomForest",6.59964e-05,"B"
"8292","includeScript",6.59964e-05,"B"
"8293","keep",6.59964e-05,"B"
"8294","lgb.Dataset",6.59964e-05,"B"
"8295","lgb.train",6.59964e-05,"B"
"8296","logger_console",6.59964e-05,"B"
"8297","microbenchmark",6.59964e-05,"B"
"8298","mx.set.seed",6.59964e-05,"B"
"8299","neuralnet",6.59964e-05,"B"
"8300","prp",6.59964e-05,"B"
"8301","query",6.59964e-05,"B"
"8302","R.Version",6.59964e-05,"B"
"8303","rlogTransformation",6.59964e-05,"B"
"8304","rollmean",6.59964e-05,"B"
"8305","round_any",6.59964e-05,"B"
"8306","rowVars",6.59964e-05,"B"
"8307","sample.split",6.59964e-05,"B"
"8308","scale_color_gradient",6.59964e-05,"B"
"8309","set_logger",6.59964e-05,"B"
"8310","small",6.59964e-05,"B"
"8311","src_mysql",6.59964e-05,"B"
"8312","title_with_subtitle",6.59964e-05,"B"
"8313","updateDateRangeInput",6.59964e-05,"B"
"8314","xml_attr",6.59964e-05,"B"
"8315","xor",6.59964e-05,"B"
"8316",".add_new_line",4.39976e-05,"B"
"8317",".assign_child_status",4.39976e-05,"B"
"8318",".assign_parent_status",4.39976e-05,"B"
"8319",".ChIPseekerEnv",4.39976e-05,"B"
"8320",".combineScores",4.39976e-05,"B"
"8321",".f",4.39976e-05,"B"
"8322",".file_attachment",4.39976e-05,"B"
"8323",".fun",4.39976e-05,"B"
"8324",".gd_SetCategoryNames",4.39976e-05,"B"
"8325",".gd_SetGeoTransform",4.39976e-05,"B"
"8326",".gd_SetNoDataValue",4.39976e-05,"B"
"8327",".gd_SetProject",4.39976e-05,"B"
"8328",".gd_SetRasterColorTable",4.39976e-05,"B"
"8329",".gd_SetStatistics",4.39976e-05,"B"
"8330",".get_course_path",4.39976e-05,"B"
"8331",".getOffsprings",4.39976e-05,"B"
"8332",".GSEA",4.39976e-05,"B"
"8333",".hash",4.39976e-05,"B"
"8334",".infoContentMethod",4.39976e-05,"B"
"8335",".initial",4.39976e-05,"B"
"8336",".list.rules.party",4.39976e-05,"B"
"8337",".llvmCallFunction",4.39976e-05,"B"
"8338",".mime_part",4.39976e-05,"B"
"8339",".packages",4.39976e-05,"B"
"8340",".plot_attachment",4.39976e-05,"B"
"8341",".rs.getProjectDirectory",4.39976e-05,"B"
"8342",".setCollectorFun",4.39976e-05,"B"
"8343",".spTransform_Line",4.39976e-05,"B"
"8344",".spTransform_Lines",4.39976e-05,"B"
"8345",".spTransform_Polygon",4.39976e-05,"B"
"8346",".spTransform_Polygons",4.39976e-05,"B"
"8347",".update_list",4.39976e-05,"B"
"8348",".wangMethod",4.39976e-05,"B"
"8349","`%in%`",4.39976e-05,"B"
"8350","`[`",4.39976e-05,"B"
"8351","`>`",4.39976e-05,"B"
"8352","`setProvCall.=`",4.39976e-05,"B"
"8353","aa_change_hat",4.39976e-05,"B"
"8354","aa_change_profile",4.39976e-05,"B"
"8355","aa_revert_hat",4.39976e-05,"B"
"8356","AAString",4.39976e-05,"B"
"8357","abc",4.39976e-05,"B"
"8358","absolutePanel",4.39976e-05,"B"
"8359","AbstractText",4.39976e-05,"B"
"8360","acast",4.39976e-05,"B"
"8361","access_token_oauth",4.39976e-05,"B"
"8362","ace",4.39976e-05,"B"
"8363","acfplot",4.39976e-05,"B"
"8364","actionLink",4.39976e-05,"B"
"8365","active_tags",4.39976e-05,"B"
"8366","activity_frequency",4.39976e-05,"B"
"8367","activity_presence",4.39976e-05,"B"
"8368","add.broad.peak.regions",4.39976e-05,"B"
"8369","add.cim.covar",4.39976e-05,"B"
"8370","add.data.frame",4.39976e-05,"B"
"8371","add.SB.table.project",4.39976e-05,"B"
"8372","add_2",4.39976e-05,"B"
"8373","add_angle_slanted",4.39976e-05,"B"
"8374","add_annotations",4.39976e-05,"B"
"8375","add_baseurl",4.39976e-05,"B"
"8376","add_constraint",4.39976e-05,"B"
"8377","add_data",4.39976e-05,"B"
"8378","add_GO_Ontology",4.39976e-05,"B"
"8379","add_header_txt",4.39976e-05,"B"
"8380","add_legend",4.39976e-05,"B"
"8381","add_panel",4.39976e-05,"B"
"8382","add_pseudo_nodelabel",4.39976e-05,"B"
"8383","add_redirects",4.39976e-05,"B"
"8384","add_segments",4.39976e-05,"B"
"8385","add_shift",4.39976e-05,"B"
"8386","add_shift1",4.39976e-05,"B"
"8387","add_trace",4.39976e-05,"B"
"8388","add_track",4.39976e-05,"B"
"8389","add_variable",4.39976e-05,"B"
"8390","add_vertices",4.39976e-05,"B"
"8391","addAbbrv",4.39976e-05,"B"
"8392","addAttributes",4.39976e-05,"B"
"8393","addBBands",4.39976e-05,"B"
"8394","addDataFrame",4.39976e-05,"B"
"8395","addECMAScripts",4.39976e-05,"B"
"8396","addGeneAnno",4.39976e-05,"B"
"8397","addgn",4.39976e-05,"B"
"8398","AddImageFile",4.39976e-05,"B"
"8399","addint",4.39976e-05,"B"
"8400","addLayersControl",4.39976e-05,"B"
"8401","addList",4.39976e-05,"B"
"8402","addloctocross",4.39976e-05,"B"
"8403","addmargins",4.39976e-05,"B"
"8404","addpair",4.39976e-05,"B"
"8405","addPath",4.39976e-05,"B"
"8406","addProvenance",4.39976e-05,"B"
"8407","addRasterImage",4.39976e-05,"B"
"8408","addTaskCallback",4.39976e-05,"B"
"8409","addToolTips",4.39976e-05,"B"
"8410","addtoqtl",4.39976e-05,"B"
"8411","addTrend",4.39976e-05,"B"
"8412","addTwoBands",4.39976e-05,"B"
"8413","ade",4.39976e-05,"B"
"8414","adjacency",4.39976e-05,"B"
"8415","adjustcolor",4.39976e-05,"B"
"8416","adminTable",4.39976e-05,"B"
"8417","aes_",4.39976e-05,"B"
"8418","AgeCohort",4.39976e-05,"B"
"8419","ageDensity",4.39976e-05,"B"
"8420","ageDensitySex",4.39976e-05,"B"
"8421","ageDensityYear",4.39976e-05,"B"
"8422","agglomerate",4.39976e-05,"B"
"8423","aggregate_data",4.39976e-05,"B"
"8424","aggregated",4.39976e-05,"B"
"8425","aggregateMetric",4.39976e-05,"B"
"8426","aheatmap",4.39976e-05,"B"
"8427","AIC",4.39976e-05,"B"
"8428","airtable",4.39976e-05,"B"
"8429","all_ks",4.39976e-05,"B"
"8430","ALLEXTID",4.39976e-05,"B"
"8431","allowed_metric_dim",4.39976e-05,"B"
"8432","alm_events",4.39976e-05,"B"
"8433","amatch",4.39976e-05,"B"
"8434","ancestral.pml",4.39976e-05,"B"
"8435","ani.pause",4.39976e-05,"B"
"8436","animation_opts",4.39976e-05,"B"
"8437","animationOptions",4.39976e-05,"B"
"8438","annoPie",4.39976e-05,"B"
"8439","annoPie3D",4.39976e-05,"B"
"8440","AnnotatedDataFrame",4.39976e-05,"B"
"8441","annotatePeak",4.39976e-05,"B"
"8442","annotation_raster",4.39976e-05,"B"
"8443","AnnotationTrack",4.39976e-05,"B"
"8444","anomalyData",4.39976e-05,"B"
"8445","anomalyData2",4.39976e-05,"B"
"8446","anomalyDetect",4.39976e-05,"B"
"8447","anyNA",4.39976e-05,"B"
"8448","apc.fit",4.39976e-05,"B"
"8449","apc.lines",4.39976e-05,"B"
"8450","apc.plot",4.39976e-05,"B"
"8451","APCClean",4.39976e-05,"B"
"8452","aperm",4.39976e-05,"B"
"8453","append_extraInfo",4.39976e-05,"B"
"8454","applyLayoutDaylight",4.39976e-05,"B"
"8455","applyLinkage",4.39976e-05,"B"
"8456","aq_countries",4.39976e-05,"B"
"8457","aq_latest",4.39976e-05,"B"
"8458","aq_locations",4.39976e-05,"B"
"8459","arcBandBars",4.39976e-05,"B"
"8460","arcBands",4.39976e-05,"B"
"8461","arcDiagram",4.39976e-05,"B"
"8462","arcPies",4.39976e-05,"B"
"8463","arg_max",4.39976e-05,"B"
"8464","args",4.39976e-05,"B"
"8465","arrange_",4.39976e-05,"B"
"8466","arrange_all",4.39976e-05,"B"
"8467","arrayInd",4.39976e-05,"B"
"8468","ArticleTitle",4.39976e-05,"B"
"8469","as.data.frame.phylo_",4.39976e-05,"B"
"8470","as.data.frame_",4.39976e-05,"B"
"8471","as.data.table",4.39976e-05,"B"
"8472","as.expression",4.39976e-05,"B"
"8473","as.fumeric",4.39976e-05,"B"
"8474","as.GRanges",4.39976e-05,"B"
"8475","as.hexmode",4.39976e-05,"B"
"8476","as.image.SpatialGridDataFrame",4.39976e-05,"B"
"8477","as.matrix.network",4.39976e-05,"B"
"8478","as.ordered",4.39976e-05,"B"
"8479","as.party",4.39976e-05,"B"
"8480","as.phylo.phylo4",4.39976e-05,"B"
"8481","as.polytomy",4.39976e-05,"B"
"8482","as.ppp",4.39976e-05,"B"
"8483","as.string",4.39976e-05,"B"
"8484","as.table",4.39976e-05,"B"
"8485","as.treedata",4.39976e-05,"B"
"8486","as.undirected",4.39976e-05,"B"
"8487","as.xts",4.39976e-05,"B"
"8488","as.yaml",4.39976e-05,"B"
"8489","as_adjacency_matrix",4.39976e-05,"B"
"8490","as_date",4.39976e-05,"B"
"8491","as_edgelist",4.39976e-05,"B"
"8492","as_mapper",4.39976e-05,"B"
"8493","ascii",4.39976e-05,"B"
"8494","askForPassword",4.39976e-05,"B"
"8495","asNamespace",4.39976e-05,"B"
"8496","assays",4.39976e-05,"B"
"8497","assertClass",4.39976e-05,"B"
"8498","assigment_cnts",4.39976e-05,"B"
"8499","assigment_rndm",4.39976e-05,"B"
"8500","assigment_temp",4.39976e-05,"B"
"8501","assigment_vald",4.39976e-05,"B"
"8502","assignInNamespace",4.39976e-05,"B"
"8503","atc2sim",4.39976e-05,"B"
"8504","AUC",4.39976e-05,"B"
"8505","augment.ystar",4.39976e-05,"B"
"8506","authenticate",4.39976e-05,"B"
"8507","auto.arima",4.39976e-05,"B"
"8508","autocorr",4.39976e-05,"B"
"8509","autocorr.plot",4.39976e-05,"B"
"8510","autoInvalidate",4.39976e-05,"B"
"8511","available.views",4.39976e-05,"B"
"8512","ave",4.39976e-05,"B"
"8513","aveAveDist",4.39976e-05,"B"
"8514","avePerformance",4.39976e-05,"B"
"8515","axis.log10",4.39976e-05,"B"
