"","autor","funkcja","pakiet"
"15714","Tim F.","sprintf","package:base"
"15715","Tim F.","stop","package:base"
"15716","Tim F.","stopifnot","package:base"
"15717","Tim F.","substr","package:base"
"15718","Tim F.","tolower","package:base"
"15719","Tim F.","unlist","package:base"
"15720","Tim F.","vector","package:base"
"15721","Tim F.","rep","package:base"
"15722","Tim F.","rowMeans","package:base"
"15723","Tim F.","rownames","package:base"
"15724","Tim F.","sapply","package:base"
"15725","Tim F.","setGeneric","package:methods"
"15726","Tim F.","seq","package:base"
"15727","Tim F.","t","package:base"
"15728","Tim F.","warning","package:base"
"15729","Tim F.","as.dendrogram","package:stats"
"15730","Tim F.","order.dendrogram","package:stats"
"15731","Tim F.","quantile","package:stats"
"15732","Tim F.","reorder","package:stats"
"15733","Tim F.","lines","package:graphics"
"15734","Tim F.","polygon","package:graphics"
"15735","Tim F.","rect","package:graphics"
"15736","Tim F.","symbols","package:graphics"
"15737","Tim F.","text","package:graphics"
"15738","Tim F.","yinch","package:graphics"
"15739","Tim F.","gray","package:grDevices"
"15740","Tim F.","setMethod","package:methods"
"15741","Tim F.","union","package:base"
"15742","Tim F.","locator","package:graphics"
"15743","Tim F.","getData",NA
"15744","Tim F.","signature","package:methods"
"15745","Ricardo A.","any","package:base"
"15746","Ricardo A.","as.list","package:base"
"15747","Ricardo A.","attr","package:base"
"15748","Ricardo A.","read.delim","package:utils"
"15749","Ricardo A.","build.stat",NA
"15750","Ricardo A.","build.track",NA
"15751","Ricardo A.","c","package:base"
"15752","Ricardo A.","cat","package:base"
"15753","Ricardo A.","ceiling","package:base"
"15754","Ricardo A.","deparse","package:base"
"15755","Ricardo A.","floor","package:base"
"15756","Ricardo A.","is.na","package:base"
"15757","Ricardo A.","checkStructure",NA
"15758","Ricardo A.","chrplotMar",NA
"15759","Ricardo A.","draw.scale",NA
"15760","Ricardo A.","getAnnotBiomaRt",NA
"15761","Ricardo A.","getObj",NA
"15762","Ricardo A.","is.null","package:base"
"15763","Ricardo A.","length","package:base"
"15764","Ricardo A.","list","package:base"
"15765","Ricardo A.","max","package:base"
"15766","Ricardo A.","missing","package:base"
"15767","Ricardo A.","names",".GlobalEnv"
"15768","Ricardo A.","order","package:base"
"15769","Ricardo A.","seq","package:base"
"15770","Ricardo A.","sprintf","package:base"
"15771","Ricardo A.","stop","package:base"
"15772","Ricardo A.","subset","package:base"
"15773","Ricardo A.","substitute","package:base"
"15774","Ricardo A.","tapply","package:base"
"15775","Ricardo A.","unlist","package:base"
"15776","Ricardo A.","warning","package:base"
"15777","Ricardo A.","which.min","package:base"
"15778","Ricardo A.","emptyenv","package:base"
"15779","Ricardo A.","exists","package:base"
"15780","Ricardo A.","file.exists","package:base"
"15781","Ricardo A.","format","package:base"
"15782","Ricardo A.","get","package:base"
"15783","Ricardo A.","grep","package:base"
"15784","Ricardo A.","grepl","package:base"
"15785","Ricardo A.","identical","package:base"
"15786","Ricardo A.","ifelse","package:base"
"15787","Ricardo A.","is.character","package:base"
"15788","Ricardo A.","plot.track",NA
"15789","Ricardo A.","saveObj",NA
"15790","Ricardo A.","sort.chrom",NA
"15791","Ricardo A.","usr2pt",NA
"15792","Ricardo A.","plot.segments",NA
"15793","Ricardo A.","plot.stackedHist",NA
"15794","Ricardo A.","pretty.choose",NA
"15795","Ricardo A.","pretty_ticks",NA
"15796","Ricardo A.","pt2usr",NA
"15797","Ricardo A.","scale.vec",NA
"15798","Ricardo A.","seqnames",NA
"15799","Ricardo A.","sort.chrom.list",NA
"15800","Ricardo A.","split.bins",NA
"15801","Ricardo A.","transformAlign",NA
"15802","Ricardo A.","unstacked",NA
"15803","Ricardo A.","useMart",NA
"15804","Ricardo A.","is.data.frame","package:base"
"15805","Ricardo A.","is.list","package:base"
"15806","Ricardo A.","is.matrix","package:base"
"15807","Ricardo A.","lapply","package:base"
"15808","Ricardo A.","load","package:base"
"15809","Ricardo A.","ls","package:base"
"15810","Ricardo A.","match","package:base"
"15811","Ricardo A.","matrix","package:base"
"15812","Ricardo A.","mean","package:base"
"15813","Ricardo A.","min","package:base"
"15814","Ricardo A.","ncol","package:base"
"15815","Ricardo A.","new.env","package:base"
"15816","Ricardo A.","nrow","package:base"
"15817","Ricardo A.","numeric","package:base"
"15818","Ricardo A.","end","package:stats"
"15819","Ricardo A.","sd","package:stats"
"15820","Ricardo A.","start","package:stats"
"15821","Ricardo A.","axis","package:graphics"
"15822","Ricardo A.","axTicks","package:graphics"
"15823","Ricardo A.","mtext","package:graphics"
"15824","Ricardo A.","par","package:graphics"
"15825","Ricardo A.","plot","package:graphics"
"15826","Ricardo A.","plot.window","package:graphics"
"15827","Ricardo A.","points","package:graphics"
"15828","Ricardo A.","text","package:graphics"
"15829","Ricardo A.","colors","package:grDevices"
"15830","Ricardo A.","setdiff","package:base"
"15831","Ricardo A.","paste","package:base"
"15832","Ricardo A.","range","package:base"
"15833","Ricardo A.","rep","package:base"
"15834","Ricardo A.","return","package:base"
"15835","Ricardo A.","round","package:base"
"15836","Ricardo A.","rowSums","package:base"
"15837","Ricardo A.","sapply","package:base"
"15838","Ricardo A.","sign","package:base"
"15839","Ricardo A.","signif","package:base"
"15840","Ricardo A.","sort","package:base"
"15841","Ricardo A.","split","package:base"
"15842","Ricardo A.","sqrt","package:base"
"15843","Ricardo A.","strsplit","package:base"
"15844","Ricardo A.","sub","package:base"
"15845","Ricardo A.","sum","package:base"
"15846","Ricardo A.","switch","package:base"
"15847","Ricardo A.","t","package:base"
"15848","Ricardo A.","unique","package:base"
"15849","Ricardo A.","which","package:base"
"15850","Ricardo A.","which.max","package:base"
"15851","Aaron Taudt","rbinom","package:stats"
"15852","Aaron Taudt","IRanges",NA
"15853","Aaron Taudt","loadHmmsFromFiles",NA
"15854","Aaron Taudt","gsub","package:base"
"15855","Aaron Taudt","lapply","package:base"
"15856","Aaron Taudt","list","package:base"
"15857","Aaron Taudt","matrix","package:base"
"15858","Aaron Taudt","names",".GlobalEnv"
"15859","Aaron Taudt","ncol","package:base"
"15860","Aaron Taudt","Reduce","package:base"
"15861","Aaron Taudt","simulateReadsFromCounts",NA
"15862","Aaron Taudt","getStateColors",NA
"15863","Aaron Taudt","labs",NA
"15864","Aaron Taudt","layout_karyogram",NA
"15865","Aaron Taudt","ranges",NA
"15866","Aaron Taudt","reduce",NA
"15867","Aaron Taudt","scale_fill_gradient",NA
"15868","Aaron Taudt","runif","package:stats"
"15869","Aaron Taudt","hist","package:graphics"
"15870","Aaron Taudt","write.table","package:utils"
"15871","Aaron Taudt","median","package:stats"
"15872","Aaron Taudt","pnbinom","package:stats"
"15873","Aaron Taudt","qnorm","package:stats"
"15874","Aaron Taudt","stateorderByTransition",NA
"15875","Aaron Taudt","subsetByOverlaps",NA
"15876","Aaron Taudt","unlink","package:base"
"15877","Aaron Taudt","first",NA
"15878","Aaron Taudt","last",NA
"15879","Selin Jessa","data.frame","package:base"
"15880","Selin Jessa","ifelse","package:base"
"15881","Selin Jessa","is.null","package:base"
"15882","Selin Jessa","globalVariables","package:utils"
"15883","Selin Jessa","bplapply",NA
"15884","Selin Jessa","bpmapply",NA
"15885","Selin Jessa","isTRUE","package:base"
"15886","Selin Jessa","lapply","package:base"
"15887","Selin Jessa","length","package:base"
"15888","Selin Jessa","Map","package:base"
"15889","Selin Jessa","return","package:base"
"15890","Selin Jessa","stop","package:base"
"15891","Selin Jessa","is","package:methods"
"15892","Selin Jessa","bpparam",NA
"15893","Selin Jessa","cluster",NA
"15894","Selin Jessa","filterPeaks",NA
"15895","Selin Jessa","normalizePeaks",NA
"15896","Selin Jessa","retrievePeaks",NA
"15897","Selin Jessa","unlist","package:base"
"15898","Selin Jessa","rep","package:base"
"15899","Selin Jessa","rownames","package:base"
"15900","Selin Jessa","sum","package:base"
"15901","Selin Jessa","t","package:base"
"15902","Selin Jessa","ncol","package:base"
"15903","Selin Jessa","nrow","package:base"
"15904","Selin Jessa","order","package:base"
"15905","Selin Jessa","paste0","package:base"
"15906","Selin Jessa","rowSums","package:base"
"15907","Selin Jessa","seq_along","package:base"
"15908","Selin Jessa","unique","package:base"
"15909","Selin Jessa","new","package:methods"
"15910","Selin Jessa","setClass","package:methods"
"15911","Selin Jessa","width",NA
"15912","Selin Jessa","homogeneity",NA
"15913","Selin Jessa","isC1AtBottom",NA
"15914","Selin Jessa","isC1AtTop",NA
"15915","Selin Jessa","mcols",NA
"15916","Selin Jessa","NMI",NA
"15917","Selin Jessa","purity",NA
"15918","Selin Jessa","vMeasure",NA
"15919","Selin Jessa","colorRampPalette","package:grDevices"
"15920","Selin Jessa","dev.off","package:grDevices"
"15921","Selin Jessa","end","package:stats"
"15922","Selin Jessa","start","package:stats"
"15923","Selin Jessa","hclust","package:stats"
"15924","Selin Jessa","pdf","package:grDevices"
"15925","Selin Jessa","setGeneric","package:methods"
"15926","Selin Jessa","legend","package:graphics"
"15927","Selin Jessa","peaks",NA
"15928","Selin Jessa","setMethod","package:methods"
"15929","Selin Jessa","signature","package:methods"
"15930","Selin Jessa","bind_rows",NA
"15931","Selin Jessa","filter","package:stats"
"15932","Selin Jessa","funs",NA
"15933","Selin Jessa","matches","package:sos"
"15934","Selin Jessa","mutate",NA
"15935","Selin Jessa","mutate_all",NA
"15936","Selin Jessa","one_of",NA
"15937","Selin Jessa","select",NA
"15938","Selin Jessa","select_",NA
"15939","Selin Jessa","summarise_at",NA
"15940","Selin Jessa","summarize_at",NA
"15941","Alicia Schep","all.equal","package:base"
"15942","Alicia Schep","as.integer","package:base"
"15943","Alicia Schep","c","package:base"
"15944","Alicia Schep","installed.packages","package:utils"
"15945","Alicia Schep","annotationMatches",NA
"15946","Alicia Schep","bplapply",NA
"15947","Alicia Schep","colnames","package:base"
"15948","Alicia Schep","diag","package:base"
"15949","Alicia Schep","do.call","package:base"
"15950","Alicia Schep","is.data.frame","package:base"
"15951","Alicia Schep","is.null","package:base"
"15952","Alicia Schep","lapply","package:base"
"15953","Alicia Schep","canCoerce","package:methods"
"15954","Alicia Schep","start","package:stats"
"15955","Alicia Schep",".Call","package:base"
"15956","Alicia Schep","compute_deviations_single",NA
"15957","Alicia Schep","computeExpectations",NA
"15958","Alicia Schep","convert_to_ix_list",NA
"15959","Alicia Schep","counts",NA
"15960","Alicia Schep","counts_check",NA
"15961","Alicia Schep","length","package:base"
"15962","Alicia Schep","matrix","package:base"
"15963","Alicia Schep","max","package:base"
"15964","Alicia Schep","mean","package:base"
"15965","Alicia Schep","min","package:base"
"15966","Alicia Schep","names",".GlobalEnv"
"15967","Alicia Schep","nrow","package:base"
"15968","Alicia Schep","order","package:base"
"15969","Alicia Schep","return","package:base"
"15970","Alicia Schep","rownames","package:base"
"15971","Alicia Schep","sample","package:base"
"15972","Alicia Schep","seq_along","package:base"
"15973","Alicia Schep","seq_len","package:base"
"15974","Alicia Schep","standardGeneric","package:base"
"15975","Alicia Schep","stop","package:base"
"15976","Alicia Schep","stopifnot","package:base"
"15977","Alicia Schep","unlist","package:base"
"15978","Alicia Schep","unname","package:base"
"15979","Alicia Schep","upper.tri","package:base"
"15980","Alicia Schep","vapply","package:base"
"15981","Alicia Schep","which","package:base"
"15982","Alicia Schep","nchar","package:base"
"15983","Alicia Schep","ncol","package:base"
"15984","Alicia Schep","as","package:methods"
"15985","Alicia Schep","get_variability_boost_helper",NA
"15986","Alicia Schep","getAnnotationCorrelation_core",NA
"15987","Alicia Schep","getAnnotationSynergy_core",NA
"15988","Alicia Schep","getBackgroundPeaks",NA
"15989","Alicia Schep","getFragmentsPerPeak",NA
"15990","Alicia Schep","matches_check",NA
"15991","Alicia Schep","remove_nonoverlap",NA
"15992","Alicia Schep","rowData",NA
"15993","Alicia Schep","rowRanges",NA
"15994","Alicia Schep","SummarizedExperiment",NA
"15995","Alicia Schep","geom_text",NA
"15996","Alicia Schep","ggplot",NA
"15997","Alicia Schep","ggplotly",NA
"15998","Alicia Schep","guide_legend",NA
"15999","Alicia Schep","guides",NA
"16000","Alicia Schep","h4",NA
"16001","Alicia Schep","labs",NA
"16002","Alicia Schep","p",".GlobalEnv"
"16003","Alicia Schep","plot_deviations_tsne_shiny",NA
"16004","Alicia Schep","plotlyOutput",NA
"16005","Alicia Schep","renderDataTable",NA
"16006","Alicia Schep","renderPlotly",NA
"16007","Alicia Schep","row_sds",NA
"16008","Alicia Schep","Negate","package:base"
"16009","Alicia Schep","outer","package:base"
"16010","Alicia Schep","rep","package:base"
"16011","Alicia Schep","rev","package:base"
"16012","Alicia Schep","round","package:base"
"16013","Alicia Schep","rowMeans","package:base"
"16014","Alicia Schep","sort","package:base"
"16015","Alicia Schep","split","package:base"
"16016","Alicia Schep","sqrt","package:base"
"16017","Alicia Schep","strsplit","package:base"
"16018","Alicia Schep","substr","package:base"
"16019","Alicia Schep","sum","package:base"
"16020","Alicia Schep","summary","package:base"
"16021","Alicia Schep","suppressWarnings","package:base"
"16022","Alicia Schep","tabulate","package:base"
"16023","Alicia Schep","cor","package:stats"
"16024","Alicia Schep","sd","package:stats"
"16025","Alicia Schep","runif","package:stats"
"16026","Alicia Schep","p.adjust","package:stats"
"16027","Alicia Schep","setGeneric","package:methods"
"16028","Alicia Schep","intersect","package:base"
"16029","Alicia Schep","setMethod","package:methods"
"16030","Alicia Schep","signature","package:methods"
"16031","Alicia Schep","validObject","package:methods"
"16032","Alicia Schep","setTxtProgressBar","package:utils"
"16033","Alicia Schep","txtProgressBar","package:utils"
